show_id,type_id,title,date_added,release_year,rating_id,duration,description
4717,0,Scott Pilgrim vs. the World,"September 16, 2018",2010,4,112 min,"Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
4718,0,Scream 2,"October 1, 2019",1997,5,121 min,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again."
4719,0,Scream 3,"July 1, 2019",2000,5,117 min,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set."
4720,0,Seal Team Six: The Raid on Osama Bin Laden,"January 1, 2020",2012,8,90 min,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound."
4721,0,Searching for Bobby Fischer,"December 7, 2020",1993,3,110 min,"When a father learns that his 7-year-old son is a whiz at speed chess, he hires an implacable chess master to coach the boy for competitions."
4722,0,Searching for Sugar Man,"December 1, 2019",2012,4,86 min,"Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
4723,0,Season of the Witch,"April 26, 2019",2011,4,95 min,A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.
4724,0,Secret,"July 1, 2018",2007,9,101 min,"Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance."
4725,0,Secret in Their Eyes,"April 1, 2018",2015,4,111 min,"A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then."
4726,0,Secrets of Althorp - The Spencers,"April 22, 2017",2013,9,54 min,"Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years."
4727,0,Secrets of Chatsworth,"February 22, 2017",2013,9,54 min,"Tales of tragedy and scandal unfold through the history of Chatsworth, a grand estate that has been home to some of England's most noted aristocrats."
4728,0,Secrets of Henry VIII's Palace: Hampton Court,"February 22, 2017",2013,9,54 min,The history of this grand 500-year-old palace is inextricably tied to the lavish lifestyle of King Henry VIII and the doomed fates of his six wives.
4729,0,Secrets of Her Majesty's Secret Service,"February 22, 2017",2014,9,55 min,"This documentary spotlights more than 100 years of operatives and operations in the U.K.'s secret service, the world's oldest intelligence agency."
4730,0,Secrets of Highclere Castle,"February 22, 2017",2013,9,54 min,"Known as the setting of ""Downton Abbey,"" Highclere Castle truly was the home of aristocrats and an army of servants, with a rich past to share."
4731,0,Secrets of Scotland Yard,"April 22, 2017",2013,6,55 min,"Revisit famous cases and explore the history of Scotland Yard, one of the world's oldest detective forces and a name synonymous with crime solving."
4732,0,Secrets of Selfridges,"April 22, 2017",2014,9,55 min,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.
4733,0,Secrets of the Tower of London,"February 22, 2017",2013,9,55 min,"Explore the storied history of the iconic Tower of London as it evolved from a royal castle into a dungeon prison and, finally, an armory and mint."
4734,0,Secrets of Underground London,"April 22, 2017",2014,9,55 min,"Experts examine the ruins and relics hidden beneath London's surface, unearthing a Roman amphitheater, plague pits, air raid shelters and more."
4735,0,Secrets of Westminster,"April 22, 2017",2014,9,55 min,"Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings."
4736,0,Sen Kimsin?,"March 10, 2017",2012,6,102 min,"Desperate for cash, klutzy private investigator Tekin searches for a wealthy woman's missing girl but faces one surprise and mishap after another."
4737,0,Senna,"October 1, 2019",2010,4,106 min,"This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil."
4738,0,"Septiembre, un llanto en silencio","March 10, 2018",2017,8,69 min,"After a terrorist attack in Guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone."
4739,0,Set Up,"January 10, 2020",2011,5,85 min,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival."
4740,0,Sex and the City 2,"January 1, 2021",2010,5,146 min,"Best friends Carrie, Miranda, Samantha and Charlotte take a break from their busy New York lives for an all-expenses-paid luxury vacation to Abu Dhabi."
4741,0,Sex and the City: The Movie,"January 1, 2021",2008,5,145 min,"When Carrie's big step forward in her relationship goes awry, best friends Charlotte, Miranda and Samantha are there to help her pick up the pieces."
4742,0,Sex Doll,"July 10, 2017",2016,13,103 min,"A high-end call girl falls for a handsome man she meets at a nightclub, but he harbors a secret that throws a wrench in their relationship."
4743,0,"Sexo, Pudor y Lagrimas","December 15, 2017",1999,5,111 min,"Passions flare and alliances form when neighbors Ana and Miguel each start an affair with former lovers, right under their spouses' noses."
4744,0,SGT. Will Gardner,"May 19, 2019",2019,8,125 min,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror."
4745,0,Shahanpan Dega Deva,"January 1, 2018",2011,6,115 min,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot."
4746,0,Shakti: The Power,"March 1, 2018",2002,8,168 min,A young mother must break free of the clutches of her husband's feudal family and bring herself and her young child to safety.
4747,0,Shanghai,"March 1, 2018",2012,6,109 min,Three disparate characters uncover government corruption as a small Indian town receives an influx of foreign money to turn it into the next Shanghai.
4748,0,Shararat,"March 1, 2018",2002,9,148 min,"Unable to bribe his way out of a reckless driving charge, an arrogant rich kid is sentenced to community service at a home for senior citizens."
4749,0,Shark Busters,"August 16, 2018",2002,6,92 min,"Hit by a media storm over his own mounting debts, a police officer leads an investigation against the loan sharks behind a sinister credit scheme."
4750,0,Shark Night,"November 2, 2019",2011,4,91 min,A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.
4751,0,Shaurya: It Takes Courage to Make Right... Right,"March 1, 2018",2008,6,135 min,Courtroom intrigue plays out against a backdrop of military secrets in this Bollywood drama with a plot that's reminiscent of A Few Good Men.
4752,0,Shelter,"December 29, 2017",2010,5,112 min,A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.
4753,0,Sherlock Holmes,"January 1, 2021",2009,4,128 min,The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.
4754,0,Shiva,"December 31, 2019",1990,8,168 min,"A young man enrolls at a college and becomes a rival to the student-union president, who’s using force and intimidation to advance his criminal agenda."
4755,0,Shopkins: Chef Club,"November 15, 2018",2016,10,45 min,"In this first full Shopkins movie, Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition."
4756,0,Shopkins: Wild,"November 15, 2018",2018,10,75 min,Beloved movie star Scarletta Gateau visits Shopville and recruits the Shopkins for a quest through the jungle to the mysterious world of Pawville.
4757,0,Shopkins: World Vacation,"November 15, 2018",2017,10,71 min,"The Shopkins and Shoppies jet around the world in search of missing friend Kooky Cookie, a stolen diamond and more vloggable adventure."
4758,0,Shorgul,"October 30, 2018",2016,6,122 min,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.
4759,0,Short Term 12,"July 18, 2019",2013,5,97 min,"A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding."
4760,0,Shorts,"July 1, 2019",2009,3,89 min,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.
4761,0,SHOT! The Psycho-Spiritual Mantra of Rock,"August 10, 2017",2016,8,98 min,Aptly named iconic rock photographer Mick Rock reconstructs his journey through the thrilling and murky universe of rock 'n' roll history.
4762,0,Shuddhi,"March 1, 2018",2017,6,115 min,An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.
4763,0,Shutter,"September 5, 2018",2004,8,96 min,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice."
4764,0,Sicilian Ghost Story,"July 6, 2019",2017,8,119 min,"When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves."
4765,0,Siddhant,"October 30, 2018",2014,7,105 min,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
4766,0,Silencer,"December 3, 2018",2018,8,88 min,"When a drug lord kidnaps his girlfriend’s daughter, a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child."
4767,0,Silent Hill: Revelation,"December 13, 2019",2012,5,94 min,"Haunted by nightmares and her father's disappearance, Heather goes on the hunt for him – and discovers a disturbing truth about her own identity."
4768,0,Singh Saab the Great,"July 15, 2017",2013,6,143 min,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light."
4769,0,Single,"September 28, 2018",2015,9,127 min,"Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother."
